hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
8.864453369031667,4,1,4,2.0,3.0,3.0,39,Travel_Frequently,Research & Development,26,4,Technical Degree,1,143,Female,1,Sales Executive,Divorced,30670,1.0,Y,20,8,1,21.0,5,21,1,6,No
10.741521642123889,4,3,3,3.0,3.0,3.0,36,Travel_Rarely,Research & Development,18,1,Medical,1,888,Male,2,Manufacturing Director,Married,67250,9.0,Y,17,8,1,7.0,3,3,1,1,No
6.401403391343056,7,1,3,3.0,3.0,2.0,32,Travel_Rarely,Sales,10,3,Marketing,1,369,Female,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,5,1,3,No
6.0268150379294445,18,3,3,4.0,4.0,2.0,31,Travel_Frequently,Sales,3,3,Marketing,1,3922,Male,2,Sales Executive,Single,46210,2.0,Y,18,8,1,9.0,3,5,1,4,No
8.473469433288612,6,4,3,1.0,3.0,2.0,55,Travel_Rarely,Research & Development,19,3,Technical Degree,1,2188,Male,1,Human Resources,Single,46800,6.0,Y,14,8,3,24.0,0,19,3,8,Yes
6.568748326639723,20,4,3,4.0,4.0,3.0,39,Travel_Rarely,Sales,2,3,Life Sciences,1,3421,Male,3,Human Resources,Married,21150,1.0,Y,18,8,0,21.0,3,21,11,8,No
6.750371485943611,17,2,3,2.0,2.0,4.0,38,Travel_Rarely,Research & Development,2,3,Life Sciences,1,863,Female,1,Manufacturing Director,Single,27780,2.0,Y,13,8,0,8.0,5,3,1,2,No
6.442073850959167,13,3,3,3.0,1.0,3.0,29,Travel_Frequently,Human Resources,2,4,Human Resources,1,4048,Male,2,Sales Executive,Single,28750,1.0,Y,11,8,0,1.0,3,1,0,0,Yes
8.784087460954723,11,3,3,1.0,1.0,3.0,36,Travel_Frequently,Sales,21,3,Life Sciences,1,3811,Male,2,Human Resources,Married,23290,3.0,Y,15,8,0,9.0,2,3,0,2,No
8.501811691209166,14,2,3,2.0,4.0,3.0,24,Travel_Rarely,Sales,1,3,Marketing,1,1687,Female,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,6,1,4,No
5.849622936189166,6,2,3,3.0,3.0,3.0,31,Non-Travel,Sales,4,1,Medical,1,1437,Female,3,Research Scientist,Married,96100,0.0,Y,11,8,1,6.0,2,5,1,4,No
6.973992637215278,18,1,3,1.0,1.0,3.0,26,Travel_Rarely,Research & Development,5,4,Medical,1,524,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,No
5.725047969656389,12,2,3,3.0,3.0,3.0,40,Travel_Rarely,Sales,26,4,Marketing,1,1630,Female,1,Sales Executive,Married,34820,0.0,Y,18,8,1,21.0,2,20,1,12,No
10.218195002231111,6,2,4,4.0,2.0,3.0,35,Travel_Rarely,Sales,2,1,Technical Degree,1,1088,Male,2,Laboratory Technician,Married,18590,0.0,Y,25,8,1,4.0,2,3,0,2,No
6.4804038375725,8,4,4,4.0,4.0,3.0,53,Travel_Rarely,Research & Development,1,1,Medical,1,1862,Male,1,Sales Executive,Single,44250,6.0,Y,22,8,1,33.0,2,12,3,8,No
5.8034214636322226,8,3,3,4.0,4.0,3.0,42,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2342,Female,5,Manager,Single,40140,8.0,Y,13,8,1,24.0,3,1,0,1,No
6.372264614011389,19,3,3,3.0,2.0,3.0,30,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1594,Female,2,Manager,Married,59680,1.0,Y,13,8,0,1.0,3,1,0,0,No
9.084291610887778,8,3,3,3.0,4.0,3.0,37,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1175,Female,4,Sales Executive,Married,54290,1.0,Y,17,8,1,16.0,3,16,6,8,No
7.323312137438611,19,3,4,4.0,4.0,3.0,26,Travel_Rarely,Sales,1,3,Marketing,1,476,Female,2,Research Scientist,Married,175840,1.0,Y,20,8,0,8.0,2,8,1,3,No
6.846163543061111,5,3,3,3.0,2.0,3.0,32,Travel_Rarely,Research & Development,3,2,Technical Degree,1,1169,Male,3,Manufacturing Director,Single,53630,1.0,Y,13,8,0,6.0,4,6,4,1,No
7.962261267291111,13,3,3,3.0,2.0,3.0,39,Travel_Rarely,Sales,29,1,Marketing,1,2150,Female,1,Laboratory Technician,Divorced,54600,6.0,Y,13,8,2,21.0,3,19,15,2,No
5.8089491298525,21,3,3,2.0,4.0,3.0,28,Travel_Rarely,Research & Development,21,4,Life Sciences,1,3312,Female,1,Healthcare Representative,Divorced,25000,1.0,Y,16,8,2,6.0,3,5,0,4,No
6.419686523873056,10,3,3,2.0,2.0,1.0,51,Travel_Rarely,Research & Development,2,1,Medical,1,2896,Female,1,Manufacturing Director,Married,39070,5.0,Y,13,8,0,16.0,2,10,4,7,No
7.116540606871666,16,2,4,1.0,1.0,3.0,36,Travel_Rarely,Research & Development,14,3,Other,1,1846,Male,2,Research Scientist,Married,39290,0.0,Y,24,8,0,6.0,6,5,0,3,No
6.319901829540278,11,4,3,3.0,3.0,3.0,36,Travel_Rarely,Research & Development,9,2,Medical,1,3556,Male,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,1,7,No
7.87463966979,7,2,3,1.0,2.0,3.0,28,Travel_Rarely,Sales,2,4,Life Sciences,1,3223,Male,3,Research Scientist,Single,20750,7.0,Y,18,8,3,10.0,0,7,3,7,Yes
10.392367246764723,7,2,3,1.0,2.0,2.0,29,Travel_Rarely,Research & Development,1,2,Medical,1,2401,Male,2,Sales Representative,Divorced,42400,1.0,Y,14,8,0,10.0,2,10,0,9,No
8.273507362784445,7,3,3,1.0,2.0,4.0,34,Travel_Rarely,Research & Development,7,1,Medical,1,801,Male,1,Research Scientist,Single,62880,0.0,Y,15,8,1,16.0,2,15,10,10,Yes
10.377392904953055,12,3,3,4.0,3.0,1.0,38,Travel_Rarely,Sales,10,3,Medical,1,302,Male,4,Laboratory Technician,Married,181720,6.0,Y,12,8,2,6.0,5,1,0,1,No
5.924933065595556,10,3,3,3.0,3.0,2.0,30,Non-Travel,Research & Development,8,3,Life Sciences,1,2265,Male,1,Manufacturing Director,Divorced,21430,1.0,Y,17,8,1,1.0,2,1,0,0,No
5.844894020526389,7,2,3,2.0,1.0,4.0,24,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2443,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2,No
5.9013442659525,9,2,3,1.0,3.0,1.0,28,Travel_Rarely,Sales,8,4,Marketing,1,812,Male,1,Laboratory Technician,Divorced,163070,1.0,Y,16,8,0,1.0,3,1,0,0,No
6.0184426595269445,7,3,3,1.0,3.0,3.0,31,Travel_Rarely,Human Resources,9,4,Human Resources,1,1000,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0,Yes
5.869447791164444,13,2,3,3.0,1.0,3.0,28,Travel_Rarely,Research & Development,7,3,Medical,1,147,Male,3,Healthcare Representative,Divorced,119570,1.0,Y,13,8,0,10.0,2,10,1,8,No
5.741458054439722,19,3,4,4.0,4.0,2.0,46,Travel_Rarely,Sales,9,1,Medical,1,620,Female,1,Sales Executive,Divorced,141180,2.0,Y,22,8,0,12.0,3,6,1,4,No
5.981423471664167,12,1,4,1.0,4.0,3.0,42,Travel_Rarely,Research & Development,3,4,Life Sciences,1,91,Male,1,Manager,Single,10910,2.0,Y,22,8,0,16.0,0,1,0,0,No
6.164602855867778,11,2,4,3.0,1.0,3.0,27,Travel_Rarely,Research & Development,10,3,Medical,1,1743,Male,5,Research Scientist,Married,132450,1.0,Y,23,8,1,9.0,3,9,0,7,No
7.757408522980556,19,2,3,3.0,4.0,3.0,45,Travel_Rarely,Research & Development,17,2,Medical,1,1481,Male,2,Laboratory Technician,Married,79910,0.0,Y,13,8,2,21.0,2,20,4,10,No
7.411528335564444,19,4,3,3.0,1.0,3.0,37,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3047,Male,4,Research Scientist,Married,21440,6.0,Y,19,8,0,17.0,3,5,0,3,No
5.815461847389445,10,3,4,4.0,3.0,2.0,30,Travel_Rarely,Sales,1,2,Technical Degree,1,792,Male,1,Laboratory Technician,Married,25060,8.0,Y,22,8,0,4.0,3,2,2,2,No
6.696093261936389,11,4,3,2.0,2.0,3.0,38,Travel_Rarely,Sales,22,2,Medical,1,3325,Male,1,Sales Executive,Married,137340,0.0,Y,13,8,0,3.0,3,2,1,2,No
7.095277777777778,7,4,4,4.0,2.0,3.0,32,Travel_Rarely,Research & Development,22,4,Medical,1,3784,Male,1,Sales Executive,Married,29730,3.0,Y,22,8,0,12.0,0,7,2,5,No
5.685286702365,23,3,4,3.0,4.0,2.0,30,Non-Travel,Sales,10,2,Life Sciences,1,1639,Male,3,Laboratory Technician,Single,188800,0.0,Y,22,8,1,12.0,3,11,6,7,No
8.333794065149444,8,2,3,4.0,3.0,3.0,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1726,Male,5,Sales Representative,Single,61620,1.0,Y,12,8,3,1.0,2,1,1,1,Yes
6.775146140115833,5,2,4,1.0,4.0,3.0,38,Travel_Rarely,Research & Development,23,3,Medical,1,2664,Male,3,Sales Representative,Married,39040,1.0,Y,22,8,0,10.0,3,10,1,9,No
9.335107095046666,9,3,3,4.0,4.0,3.0,38,Travel_Rarely,Research & Development,29,3,Life Sciences,1,1232,Female,1,Manufacturing Director,Single,37220,5.0,Y,14,8,0,6.0,0,3,1,2,No
7.428519634091667,6,3,3,3.0,1.0,3.0,28,Travel_Rarely,Sales,1,2,Life Sciences,1,2520,Male,3,Manager,Married,44770,1.0,Y,15,8,0,3.0,6,3,1,2,No
5.999277108433611,12,3,3,4.0,4.0,2.0,56,Travel_Rarely,Human Resources,2,1,Medical,1,2768,Male,2,Sales Executive,Single,26440,4.0,Y,11,8,1,37.0,2,6,0,2,No
6.879170013386666,17,3,3,3.0,1.0,4.0,42,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1100,Female,2,Sales Executive,Married,182650,9.0,Y,12,8,1,18.0,4,13,5,7,No
5.5516822846941665,23,3,3,4.0,1.0,1.0,29,Travel_Rarely,Research & Development,5,3,Medical,1,2673,Male,2,Sales Representative,Single,75530,1.0,Y,19,8,0,5.0,3,5,0,4,No
5.618854306113334,15,3,3,1.0,2.0,3.0,36,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2393,Female,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,4,1,3,No
6.0388688085675,17,2,3,3.0,4.0,1.0,28,Travel_Rarely,Sales,4,4,Life Sciences,1,4315,Male,2,Healthcare Representative,Married,54330,1.0,Y,13,8,1,5.0,4,5,0,2,No
5.595016733600834,21,4,3,4.0,2.0,2.0,48,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2114,Female,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,1,0,0,No
9.86186970102611,15,2,4,3.0,4.0,3.0,27,Travel_Rarely,Sales,2,4,Medical,1,353,Male,2,Manager,Divorced,33460,1.0,Y,21,8,1,9.0,2,9,0,8,No
5.8601695671575,6,3,3,3.0,3.0,3.0,36,Travel_Rarely,Sales,1,2,Marketing,1,1277,Female,2,Sales Executive,Divorced,86060,1.0,Y,14,8,2,17.0,3,17,12,8,No
6.703101294065,11,3,3,2.0,2.0,1.0,32,Travel_Frequently,Research & Development,17,4,Other,1,2943,Male,4,Sales Executive,Married,193280,1.0,Y,15,8,3,5.0,2,5,0,3,No
10.098014279339445,18,2,4,3.0,4.0,1.0,33,Travel_Rarely,Sales,11,4,Marketing,1,1447,Male,1,Research Scientist,Married,71400,5.0,Y,21,8,0,8.0,2,5,0,4,Yes
6.177288041053056,22,2,3,3.0,3.0,3.0,18,Travel_Rarely,Research & Development,1,4,Life Sciences,1,39,Male,1,Sales Executive,Single,23350,1.0,Y,14,8,2,0.0,3,0,0,0,Yes
7.055689424363889,14,3,3,4.0,3.0,3.0,23,Travel_Rarely,Sales,2,3,Medical,1,2123,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1,No
7.734698795180556,8,2,3,1.0,3.0,3.0,27,Non-Travel,Sales,11,3,Technical Degree,1,1999,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,No
6.239250334671945,17,3,3,1.0,4.0,3.0,55,Travel_Rarely,Research & Development,2,3,Life Sciences,1,4235,Female,2,Laboratory Technician,Married,74410,3.0,Y,12,8,1,24.0,4,1,1,0,No
9.787185408299722,5,4,3,4.0,4.0,2.0,22,Non-Travel,Research & Development,8,3,Life Sciences,1,2700,Female,3,Sales Executive,Divorced,108510,1.0,Y,16,8,1,1.0,2,1,0,0,No
7.643934627398333,20,3,3,4.0,1.0,3.0,20,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1944,Female,2,Research Scientist,Single,63970,1.0,Y,17,8,1,1.0,3,1,0,0,Yes
6.086103302097222,12,2,3,4.0,3.0,3.0,38,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3955,Female,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,5,0,4,No
6.064582775546389,18,1,3,2.0,4.0,2.0,36,Travel_Frequently,Research & Development,5,3,Medical,1,2560,Female,4,Manufacturing Director,Single,177790,1.0,Y,17,8,1,10.0,5,10,0,8,No
5.854330655956945,14,2,3,3.0,1.0,3.0,28,Travel_Rarely,Research & Development,7,3,Medical,1,3087,Male,3,Healthcare Representative,Divorced,119570,1.0,Y,13,8,0,10.0,2,10,1,8,No
6.106849620705,22,2,3,2.0,1.0,1.0,31,Travel_Rarely,Research & Development,9,1,Medical,1,1695,Female,1,Sales Representative,Divorced,189470,2.0,Y,12,8,2,9.0,2,3,1,2,Yes
7.347257920571111,11,1,3,3.0,4.0,4.0,31,Travel_Frequently,Research & Development,2,2,Medical,1,723,Female,2,Manufacturing Director,Single,53960,7.0,Y,17,8,1,3.0,2,1,0,0,Yes
6.460894689870556,19,3,3,2.0,2.0,3.0,44,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2120,Female,1,Laboratory Technician,Married,42620,7.0,Y,18,8,0,26.0,2,22,3,10,No
5.990580098170278,16,3,3,3.0,4.0,3.0,42,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2914,Female,2,Sales Executive,Married,34450,1.0,Y,11,8,2,22.0,2,22,11,15,No
10.066420124944166,6,3,3,4.0,4.0,3.0,27,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2209,Male,1,Human Resources,Married,37080,1.0,Y,16,8,2,6.0,2,6,4,4,No
9.946910977242222,1,2,3,3.0,4.0,3.0,50,Travel_Frequently,Research & Development,6,3,Medical,1,3769,Male,1,Manager,Single,23420,1.0,Y,12,8,1,32.0,2,32,13,9,No
9.545198572065834,16,3,3,4.0,1.0,3.0,34,Non-Travel,Research & Development,27,2,Life Sciences,1,4036,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0,Yes
9.183482820169445,18,2,3,2.0,2.0,3.0,28,Travel_Rarely,Sales,1,2,Technical Degree,1,3295,Female,1,Sales Executive,Married,22310,1.0,Y,12,8,0,8.0,3,8,7,5,No
5.52937751004,23,3,3,4.0,3.0,2.0,54,Travel_Frequently,Research & Development,1,4,Life Sciences,1,1545,Male,2,Research Scientist,Single,29330,3.0,Y,12,8,2,20.0,2,4,0,3,No
5.6826695671575,14,3,3,2.0,2.0,3.0,32,Travel_Rarely,Research & Development,1,2,Medical,1,4111,Male,3,Sales Executive,Married,136950,0.0,Y,13,8,0,3.0,3,2,2,2,No
7.011074297188611,14,3,3,1.0,2.0,3.0,43,Travel_Rarely,Sales,10,2,Life Sciences,1,3073,Female,1,Sales Executive,Divorced,46170,1.0,Y,11,8,0,25.0,2,25,3,9,No
9.039577197679444,10,3,3,3.0,4.0,3.0,37,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2645,Female,4,Sales Executive,Married,54290,1.0,Y,17,8,1,16.0,3,16,6,8,No
6.448560910307778,22,4,3,2.0,2.0,3.0,39,Travel_Rarely,Sales,6,1,Technical Degree,1,3762,Female,2,Laboratory Technician,Single,51750,4.0,Y,17,8,1,9.0,2,2,2,2,No
7.560360330209722,8,2,4,4.0,3.0,4.0,40,Travel_Frequently,Research & Development,21,3,Medical,1,1152,Female,3,Research Scientist,Married,197170,1.0,Y,21,8,0,10.0,1,10,9,4,No
6.348326639892778,9,3,3,4.0,2.0,2.0,31,Travel_Frequently,Research & Development,9,4,Medical,1,35,Male,1,Sales Executive,Divorced,46840,1.0,Y,16,8,1,2.0,4,2,2,2,No
7.651663319946389,5,3,3,4.0,3.0,3.0,39,Travel_Rarely,Sales,2,2,Medical,1,3807,Female,1,Sales Executive,Married,20080,2.0,Y,12,8,0,11.0,3,7,7,6,No
6.975721775992778,15,3,3,1.0,3.0,3.0,34,Travel_Rarely,Research & Development,7,4,Medical,1,2252,Male,2,Research Scientist,Married,26940,1.0,Y,16,8,1,2.0,3,2,2,2,Yes
10.42924364123139,10,2,3,3.0,3.0,2.0,47,Travel_Rarely,Research & Development,8,4,Medical,1,3750,Female,2,Sales Representative,Married,23660,3.0,Y,17,8,0,11.0,5,5,1,2,No
7.357505577866944,8,3,3,3.0,2.0,1.0,26,Travel_Frequently,Research & Development,1,4,Other,1,1491,Male,2,Laboratory Technician,Divorced,104470,1.0,Y,18,8,0,6.0,3,6,1,4,No
5.952295850066666,5,2,3,2.0,1.0,1.0,31,Travel_Rarely,Research & Development,10,4,Life Sciences,1,1607,Male,3,Sales Executive,Married,21870,1.0,Y,15,8,1,13.0,2,13,3,12,No
6.871410084783333,7,3,3,3.0,1.0,3.0,43,Travel_Frequently,Research & Development,5,3,Medical,1,2025,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,No
7.112595939312778,16,2,3,3.0,3.0,2.0,46,Travel_Rarely,Sales,19,4,Marketing,1,1625,Female,1,Sales Executive,Divorced,41080,2.0,Y,14,8,0,19.0,5,10,0,8,No
10.025427264613889,16,3,3,4.0,1.0,3.0,41,Travel_Rarely,Research & Development,1,4,Medical,1,429,Male,1,Research Scientist,Single,195170,2.0,Y,13,8,0,20.0,5,18,2,17,No
5.997884872824445,5,3,3,1.0,2.0,3.0,34,Travel_Rarely,Sales,24,3,Marketing,1,2705,Male,4,Research Scientist,Single,27420,0.0,Y,11,8,1,13.0,2,12,2,11,No
8.934602855867778,12,1,3,3.0,3.0,3.0,50,Travel_Rarely,Research & Development,4,2,Medical,1,2339,Female,1,Laboratory Technician,Married,27990,4.0,Y,12,8,1,27.0,0,1,0,0,No
5.7690506470325,17,2,3,3.0,4.0,4.0,60,Travel_Rarely,Sales,17,4,Medical,1,2422,Male,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,1,0,0,No
7.631972333779444,11,3,3,2.0,4.0,3.0,36,Travel_Frequently,Human Resources,7,3,Medical,1,1330,Male,1,Research Scientist,Married,26900,0.0,Y,11,8,0,10.0,1,9,2,8,No
8.515151717982778,21,4,3,1.0,3.0,3.0,35,Travel_Rarely,Sales,12,2,Life Sciences,1,866,Female,2,Sales Executive,Single,23180,3.0,Y,19,8,0,10.0,4,5,0,4,No
8.930445113788334,15,4,3,3.0,4.0,2.0,47,Travel_Rarely,Research & Development,6,4,Other,1,1805,Male,2,Manager,Married,63470,1.0,Y,14,8,0,26.0,2,26,3,0,No
9.709125390450556,6,3,4,3.0,3.0,3.0,49,Travel_Rarely,Research & Development,1,3,Life Sciences,1,59,Male,3,Manufacturing Director,Single,73140,7.0,Y,22,8,0,25.0,2,7,0,7,No
6.244544846050833,18,4,3,3.0,3.0,3.0,35,Non-Travel,Research & Development,2,1,Medical,1,258,Male,1,Research Scientist,Married,187400,1.0,Y,19,8,1,1.0,2,1,0,0,No
9.74821396697889,18,2,3,4.0,2.0,4.0,21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2028,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2,No
6.979201249441944,8,3,3,2.0,4.0,2.0,31,Travel_Rarely,Research & Development,8,1,Technical Degree,1,2986,Male,1,Manufacturing Director,Married,29360,4.0,Y,12,8,1,10.0,2,8,7,7,No
8.618530789825833,3,4,3,4.0,1.0,3.0,37,Travel_Rarely,Research & Development,7,2,Medical,1,4027,Male,1,Manufacturing Director,Married,20110,5.0,Y,13,8,0,16.0,4,5,0,4,No
7.364775769745555,5,3,3,2.0,4.0,3.0,33,Travel_Rarely,Research & Development,2,2,Technical Degree,1,455,Male,2,Laboratory Technician,Single,34790,3.0,Y,12,8,0,5.0,3,3,0,2,No
6.290709504685278,15,2,3,4.0,3.0,3.0,36,Travel_Rarely,Sales,1,3,Marketing,1,3625,Male,2,Sales Executive,Married,166270,3.0,Y,12,8,0,10.0,5,7,1,7,No
5.508211735831944,20,3,3,3.0,3.0,3.0,36,Travel_Rarely,Sales,1,2,Marketing,1,4217,Female,2,Sales Executive,Divorced,86060,1.0,Y,14,8,2,17.0,3,17,12,8,No
5.7195470771975,19,3,3,3.0,3.0,3.0,35,Non-Travel,Research & Development,29,3,Medical,1,2370,Female,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,14,2,9,No
5.788684738955555,21,3,3,2.0,4.0,3.0,18,Non-Travel,Sales,5,4,Other,1,1940,Male,2,Manager,Single,32300,1.0,Y,12,8,1,0.0,3,0,0,0,No
7.020255466309444,12,3,4,4.0,2.0,2.0,36,Travel_Frequently,Sales,25,3,Marketing,1,4325,Female,2,Research Director,Single,55050,4.0,Y,21,8,2,13.0,3,8,7,2,No
7.458199464524722,17,3,3,4.0,2.0,3.0,56,Travel_Rarely,Sales,3,2,Medical,1,699,Female,3,Manufacturing Director,Single,26910,6.0,Y,16,8,1,36.0,6,7,7,7,No
6.779755689424166,21,2,3,2.0,3.0,4.0,35,Travel_Rarely,Research & Development,8,1,Technical Degree,1,1045,Female,3,Manufacturing Director,Married,53460,0.0,Y,14,8,0,6.0,3,5,0,3,No
7.684524765729445,7,2,3,3.0,4.0,1.0,30,Non-Travel,Research & Development,15,3,Medical,1,3102,Female,2,Sales Executive,Married,23800,4.0,Y,18,8,3,9.0,2,5,1,4,No
7.5855087014725,13,2,3,4.0,2.0,3.0,38,Travel_Frequently,Research & Development,2,5,Medical,1,4083,Female,4,Sales Executive,Married,84460,0.0,Y,14,8,0,7.0,3,6,1,2,No
5.8924631860775,13,2,3,2.0,1.0,2.0,29,Travel_Rarely,Sales,9,3,Life Sciences,1,3688,Male,1,Laboratory Technician,Single,111030,1.0,Y,12,8,0,10.0,5,10,0,9,No
7.5869433288708334,13,3,3,1.0,4.0,3.0,39,Travel_Rarely,Research & Development,4,4,Life Sciences,1,4112,Male,1,Sales Executive,Single,134020,7.0,Y,14,8,1,18.0,1,7,1,7,No
8.9323337795625,15,2,3,3.0,3.0,3.0,35,Travel_Frequently,Sales,1,2,Technical Degree,1,704,Male,2,Manager,Single,66460,1.0,Y,13,8,1,9.0,2,9,1,1,No
6.052336010709444,9,3,4,1.0,4.0,3.0,26,Travel_Rarely,Research & Development,2,2,Other,1,3681,Male,3,Laboratory Technician,Single,53040,0.0,Y,20,8,1,5.0,2,4,1,1,No
8.668834225791944,6,3,3,4.0,3.0,2.0,37,Travel_Rarely,Sales,9,4,Marketing,1,229,Female,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,3,1,0,No
7.576481481481389,8,3,3,3.0,1.0,3.0,36,Travel_Rarely,Sales,2,4,Technical Degree,1,495,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,Yes
5.978026550646945,16,3,3,4.0,3.0,3.0,30,Travel_Rarely,Research & Development,11,4,Medical,1,4160,Male,2,Laboratory Technician,Divorced,171690,1.0,Y,17,8,2,1.0,2,1,0,0,No
10.08156291834,10,3,3,4.0,4.0,2.0,58,Travel_Frequently,Sales,9,2,Technical Degree,1,1873,Male,1,Sales Executive,Divorced,21530,9.0,Y,11,8,0,3.0,3,1,0,0,Yes
8.22869924141,5,2,3,4.0,4.0,,40,Non-Travel,Research & Development,7,3,Medical,1,2311,Male,1,Research Scientist,Divorced,28000,3.0,Y,12,8,2,8.0,0,2,2,2,No
7.542733154841389,5,3,3,3.0,4.0,3.0,36,Travel_Frequently,Research & Development,5,1,Technical Degree,1,2678,Male,1,Sales Executive,Married,13590,4.0,Y,12,8,0,17.0,2,5,0,3,No
6.653576528335556,15,3,3,2.0,1.0,3.0,25,Non-Travel,Research & Development,7,4,Medical,1,10,Female,4,Laboratory Technician,Divorced,134640,1.0,Y,13,8,1,6.0,2,6,1,5,No
5.754628514056111,18,3,3,2.0,4.0,3.0,34,Travel_Rarely,Research & Development,14,4,Technical Degree,1,1787,Male,2,Manufacturing Director,Single,61460,2.0,Y,12,8,0,10.0,3,4,1,3,No
7.001870816599722,19,2,3,2.0,3.0,2.0,57,Travel_Rarely,Sales,2,1,Life Sciences,1,796,Male,3,Research Scientist,Married,61620,0.0,Y,14,8,0,13.0,5,12,2,8,No
8.15506358768389,7,3,4,2.0,3.0,2.0,31,Travel_Rarely,Research & Development,2,4,Technical Degree,1,4277,Female,3,Sales Executive,Married,21410,4.0,Y,20,8,0,12.0,2,7,7,7,Yes
6.016829540383611,16,3,3,3.0,3.0,3.0,22,Travel_Frequently,Research & Development,7,3,Medical,1,3126,Female,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,1,2,Yes
9.31242748772861,12,3,3,2.0,1.0,3.0,40,Travel_Rarely,Research & Development,22,2,Technical Degree,1,972,Male,1,Healthcare Representative,Married,23230,2.0,Y,16,8,1,18.0,2,1,0,0,No
5.869949799196666,7,2,3,4.0,3.0,3.0,47,Travel_Rarely,Research & Development,25,4,Medical,1,897,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0,No
7.769093038821945,13,3,4,3.0,1.0,3.0,31,Non-Travel,Research & Development,28,4,Medical,1,1922,Male,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,3,1,2,Yes
7.239404283801667,14,2,3,3.0,1.0,3.0,41,Travel_Frequently,Sales,1,4,Other,1,703,Female,2,Healthcare Representative,Divorced,55610,0.0,Y,11,8,0,10.0,2,9,1,7,No
6.387916108879722,19,2,4,3.0,1.0,2.0,35,Travel_Rarely,Sales,6,4,Medical,1,3303,Female,2,Manager,Single,94190,1.0,Y,24,8,1,6.0,5,6,1,1,No
10.036663319946388,16,3,4,4.0,4.0,3.0,20,Travel_Frequently,Sales,4,4,Life Sciences,1,2785,Female,2,Healthcare Representative,Single,99240,1.0,Y,22,8,0,1.0,3,1,1,0,Yes
9.865640339134167,15,3,3,4.0,4.0,3.0,42,Travel_Rarely,Sales,15,1,Marketing,1,1810,Male,2,Laboratory Technician,Married,46680,9.0,Y,18,8,2,8.0,2,4,0,2,No
6.059203480588889,9,3,3,2.0,4.0,3.0,29,Travel_Frequently,Sales,15,4,Medical,1,2910,Female,1,Sales Executive,Married,49680,1.0,Y,19,8,3,11.0,4,11,4,1,No
7.4987907184291664,12,4,3,2.0,3.0,3.0,41,Travel_Rarely,Sales,1,4,Life Sciences,1,526,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8,No
